"AOSNUMBER","NEWAOSNUMBER (ORI9)","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","TECH ABV","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS006927","MS0200000BWC","Lucedale","George County","MS","George County Sheriff's Department","Sheriff","The George County Sheriff's Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","County","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","https://www.aclu-ms.org/sites/default/files/field_documents/george_county_bwc.pdf","","ACLU of Mississippi","","2017",""
"AOS006928","MT0180000BWC","Cut Bank","Glacier County","MT","Glacier County Sheriff's Office","Sheriff","The Glacier County Sheriff's Office uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","County","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006929","NC0260200BWC","Hope Mills","Cumberland County","NC","Hope Mills Police Department","Police","The Hope Mills Police Department purchased 42 body-worn cameras for $12,000 in February 2015. The agency uses Wolfcom body-worn cameras, according to a testimony on the company website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","https://www.wral.com/hope-mills-police-ahead-of-curve-on-body-cameras/14622437/","","WRAL.com","","5/4/2015",""
"AOS006930","KY1040100BWC","Jamestown","Russell County","KY","Jamestown Police Department","Police","The Jamestown Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006931","KY0590500BWC","Covington","Kenton County","KY","Kenton County Police Department","Police","The Kenton County Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","County","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006932","CADI0990XBWC","Pauma Valley","San Diego County","CA","La Jolla Tribal Police Department","Police","The La Jolla Tribal Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Tribal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006933","NH0054600BWC","Lincoln","Grafton County","NH","Lincoln Police Department","Police","The Lincoln Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006934","OK0250100BWC","Lindsay","Garvin County","OK","Lindsay Police Department","Police","The Lindsay Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website. The agency received federal Justice Assistance Grant money to purchase 12 body-worn cameras in 2015.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","https://www.documentcloud.org/documents/6953137-Oklahoma-DAC-15-JAG-LLE-Colored-Banner-Award.html","","Oklahoma District Attorneys Council","","",""
"AOS006935","NM0320300BWC","Los Lunas","Valencia County","TN","Los Lunas Police Department","Police","The Los Lunas Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006936","KY0640100BWC","Louisa","Lawrence County","KY","Louisa Police Department","Police","The Louisa Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006937","OK0470000BWC","Fairview","Major County","OK","Major County Sheriff's Office","Sheriff","The Major County Sheriff's Office uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","County","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006938","AR0280200BWC","Marmaduke","Greene County","AR","Marmaduke Police Department","Police","The Marmaduke Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006939","TN0270200BWC","MIlan","Gibson County","TN","Milan Police Department","Police","The Milan Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006940","AR0470000BWC","Luxora","Mississippi County","AR","Mississippi County Sheriff's Department","Sheriff","The Mississippi County Sheriff's Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","County","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006941","XX0000626BWC","Palos Hills","Cook County","IL","Moraine Valley Police Department","Police","The Moraine Valley Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006942","AR0340100BWC","Newport","Jackson County","AR","Newport Police Department","Police","The Newport Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006943","OH0780600BWC","Niles","Trumbull County","OH","Niles Police Department","Police","The Niles Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website. The Niles Police Department received an additional $13,225 grant for body-worn cameras from the Ohio Department of Public Safety in December 2022.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","https://content.govdelivery.com/attachments/OHIOGOVERNOR/2022/12/14/file_attachments/2354974/ocjs-bwc-grant-awards_round%202.pdf","","Ohio Department of Public Safety","","12/16/2022",""
"AOS006944","OK0140400BWC","Noble","Cleveland County","OK","Noble Police Department","Police","The Noble Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006945","UT0290500BWC","North Ogden","Weber County","UT","North Ogden Police Department","Police","The North Ogden Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website. The North Ogden Police Department also received a Small, Rural and Tribal Body-Worn Camera Program grant for $22,000 for 22 body-worn cameras in 2023.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","https://www.documentcloud.org/documents/24549373-srt-bwc-micro-grantee-award-2069","","Justice & Security Strategies","","2024",""
"AOS006946","KS0700100BWC","Osage City","Osage County","KS","Osage City Police","Police","The Osage City Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006947","MO0790100BWC","Perryville","Perry County","MO","Perryville Police Department","Police","The Perryville Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006948","NC0630200BWC","Pinehurst","Moore County","NC","Pinehurst Police Department","Police","The Pinehurst Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006949","NM0260300BWC","Santa Fe","Santa Fe County","NM","Pueblo of Pojoaque Police Department","Police","The Pueblo of Pojoaque Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Tribal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006950","TX2000000BWC","Ballinger","Runnels County","TX","Runnels County Sheriff's Department","Sheriff","The Runnels County Sheriff's Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","County","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006951","ID0340100BWC","Rupert","Minidoka County","ID","Rupert Police Department","Police","The Rupert Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006952","CO0550000BWC","Saguache","Saguache County","CO","Saguache County Sheriff's Office","Sheriff","The Saguache County Sheriff's Office uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","County","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
"AOS006953","AZ0140800BWC","San Luis","Yuma County","AZ","San Luis Police Department","Police","The San Luis Police Department uses Wolfcom body-worn cameras, according to a testimonial on the company's website.","Municipal","Body-worn Cameras","","Wolfcom","https://wolfcomusa.com/police-body-camera-testimonials/","","Wolfcom","","","https://onezero.medium.com/exclusive-live-facial-recognition-is-coming-to-u-s-police-body-cameras-bc9036918ae0","","OneZero","","03/04/2020","","","","","",""
